car,move
X,-1
C,-1
A,-2
B,-2
D,-1
H,-1
X,-1
G,-2
X,2
G,1
F,2
X,-1
K,-2
L,-3
I,-3
B,1
K,2
E,2
B,-1
G,-1
E,-1
X,1
E,-1
F,-2
H,2
X,-2
H,1
X,4
