car,move
U,-1
Y,1
N,-1
Y,2
Q,1
Z,1
Y,-1
R,-1
W,-1
Z,-1
C,1
N,1
H,1
B,-1
U,1
M,1
T,2
Y,-2
A,-1
T,-1
B,1
H,-1
G,-1
A,-1
R,1
N,-1
Y,2
N,1
Y,-1
W,1
H,1
M,-1
Y,-1
U,-1
Q,-1
A,2
H,-1
B,-1
T,-1
G,-1
Y,1
B,-1
Z,1
Y,-1
F,-1
I,2
K,-1
W,-1
G,1
J,1
D,1
Y,-2
K,1
M,1
B,-1
I,-2
A,-2
F,1
Y,2
U,1
Y,-1
B,2
G,1
Z,1
B,-4
H,1
U,-1
B,2
Q,-1
U,1
A,1
T,-1
W,1
A,1
B,1
Z,-1
F,-1
A,-2
Z,1
B,-2
H,-1
G,-1
N,-1
M,-1
O,-1
P,-1
T,1
I,2
T,-1
G,1
B,2
A,3
N,1
G,-1
V,-1
M,1
K,-1
A,-2
G,1
T,1
B,-2
G,-2
H,-1
M,-2
B,1
M,1
H,1
T,-1
V,-1
B,1
K,1
I,-2
N,-1
V,2
A,1
N,1
A,1
U,-1
V,-1
H,-1
V,-1
M,1
W,-1
V,2
A,-1
I,1
M,-1
U,1
V,-2
N,-1
A,-1
Y,-1
B,-1
M,-1
T,1
O,-1
U,1
O,-1
K,-1
U,-1
B,1
O,2
I,1
U,1
A,2
M,1
U,-1
M,-1
V,2
X,1
A,-2
O,-1
I,-1
W,-2
A,2
V,-2
Q,1
V,1
Q,-1
P,-1
O,-1
K,1
W,2
V,1
I,1
V,-1
P,-1
V,-1
U,-1
W,-1
K,-1
U,1
W,-1
U,-1
Q,1
A,-2
D,-1
P,1
K,1
A,1
I,-3
V,1
U,1
V,-1
U,1
W,1
P,-1
W,-1
P,2
O,1
A,-1
I,2
O,-1
Q,-1
J,1
I,-2
J,-1
T,-1
O,2
Y,1
O,-1
T,-1
I,3
D,1
T,1
W,1
T,-1
A,1
P,-1
A,-1
D,-1
K,-1
J,-1
Y,-1
P,1
T,1
Y,1
K,1
A,1
I,-1
K,-1
P,-1
W,-1
T,-1
J,1
K,1
I,-2
O,-1
U,-2
P,1
A,-1
I,2
O,2
N,1
I,-2
F,1
U,2
A,1
B,2
U,-1
W,1
U,1
B,-1
N,-1
B,1
O,-2
U,-1
J,1
I,1
J,-1
O,2
U,-1
O,-1
V,1
I,-1
T,1
O,1
Y,-1
N,1
V,1
U,1
B,-2
A,-1
V,-2
U,-1
N,-1
I,1
O,-1
F,-1
T,1
W,-1
P,-1
A,1
V,2
U,1
Y,1
J,-1
V,-1
I,1
U,-1
W,3
A,-1
K,-1
X,-1
P,1
U,1
P,-1
T,-1
U,-1
X,1
W,-3
A,1
T,-1
P,1
T,2
O,-1
K,1
O,1
A,-1
W,1
Y,-1
I,-1
U,1
O,1
U,-1
F,1
J,1
T,-2
Y,1
J,-1
N,1
V,1
B,1
A,1
W,-1
V,-1
Y,-1
T,1
W,1
Y,1
V,1
J,1
I,-2
V,-1
W,1
I,1
Y,-1
W,-1
B,-1
T,1
F,-1
N,-1
O,-2
A,-1
V,-1
Z,-1
U,2
Y,4
T,-2
K,1
T,1
U,-1
L,-1
Y,-4
F,1
Y,5
B,2
Y,-3
V,-1
B,-2
V,-1
Y,4
V,3
Y,-3
V,-1
U,-1
I,1
L,1
Y,3
T,1
Y,-2
A,1
W,1
Y,1
B,1
J,-1
Y,-4
V,1
Y,5
A,-1
Y,-6
Z,1
B,1
T,-1
J,1
X,-1
O,1
J,-1
X,1
W,-1
O,-1
T,1
B,-2
W,1
V,-1
F,-1
L,-1
V,2
P,1
Q,1
Z,-2
Y,1
I,2
Y,1
I,-2
U,-1
Y,-2
U,2
L,1
U,-2
F,1
B,1
W,-1
U,2
Q,-1
Z,2
P,-1
J,2
L,-2
F,1
T,-1
B,1
V,-4
Y,1
W,2
V,3
W,-1
A,1
V,-1
F,-1
L,1
J,-2
O,1
U,-1
V,-3
U,2
W,1
V,2
B,-1
W,-1
V,-1
X,-1
T,1
A,-1
V,-1
B,1
X,1
A,1
V,3
U,-2
V,-2
X,-1
B,-1
P,1
J,1
V,-2
J,-1
S,1
P,-1
A,-1
V,2
A,1
V,1
J,1
O,-1
V,-3
U,2
L,1
K,-1
T,-1
P,-1
X,1
Y,-1
J,1
U,-2
X,-1
A,-1
Y,1
U,1
J,-2
Z,-2
S,-1
X,1
B,-1
Z,1
W,-2
F,-1
T,-1
P,1
Y,1
S,1
Z,-1
A,1
U,-1
A,-1
S,-1
F,1
W,1
U,1
Y,2
U,-2
W,-1
U,-2
Y,-2
K,1
A,1
Y,4
U,4
F,-1
T,3
Y,-6
W,2
A,-1
W,-1
Y,5
S,1
K,2
Y,-5
U,1
Y,4
Q,1
W,2
F,1
Q,-1
W,-3
P,-1
Y,-1
W,2
Y,-2
T,-2
K,1
T,1
P,2
W,1
Z,2
T,-1
F,-1
I,1
P,-1
T,1
P,-1
Z,-2
Y,1
T,1
X,-1
S,-1
M,1
W,-1
P,1
Q,1
T,-1
Y,-2
M,-1
P,1
A,1
Z,1
M,1
S,1
K,-2
I,-1
Y,5
M,-1
P,-1
K,-1
A,-1
Y,-1
Q,1
K,1
A,1
Y,-2
F,1
Y,2
P,1
Y,1
B,1
R,-1
J,1
R,1
I,-1
M,1
Z,1
I,1
U,-2
H,1
P,-1
J,-1
R,-1
J,1
U,1
A,-1
G,2
D,1
A,3
U,1
K,-1
R,1
G,-1
K,-1
S,-1
O,-1
G,-1
P,1
K,1
S,1
Z,-1
O,1
Q,-1
L,-1
U,-2
G,2
P,-1
U,1
Q,-1
K,1
Y,-5
T,-1
A,-4
P,1
A,4
K,2
Y,1
A,-1
G,-1
Y,1
V,1
Y,-1
G,-1
H,-1
P,-2
Z,1
Y,-1
V,1
B,-1
P,2
A,-1
Y,1
O,1
H,1
A,-1
P,-1
B,2
O,1
K,-1
T,1
A,2
T,-1
G,1
B,-2
O,-1
K,-2
A,-2
M,1
G,1
B,1
C,-1
W,1
D,-1
C,1
P,1
U,-1
K,1
C,-1
W,-1
M,-1
O,-1
J,1
T,1
A,-1
D,1
N,-1
D,-1
P,-1
U,2
W,1
D,1
N,-1
T,-1
L,-1
A,1
T,1
V,-2
F,1
A,-1
B,-2
P,1
B,2
K,2
A,1
P,-2
V,1
T,-1
F,1
T,1
S,-1
N,2
P,2
B,-1
D,-1
C,1
W,-1
G,-1
I,-1
S,1
E,1
I,1
U,-1
B,1
T,-1
V,-1
G,1
K,-3
W,1
E,-1
S,-1
W,-1
E,1
Y,-1
C,-1
U,-1
V,2
T,1
E,-1
A,1
V,-1
Y,1
C,1
W,1
B,1
D,1
E,1
T,-1
A,1
V,1
F,-1
G,-1
V,-1
E,-1
U,2
F,1
S,1
G,1
A,-3
U,-1
E,1
K,1
A,1
K,2
B,-3
K,-3
B,2
V,1
A,3
V,-1
K,1
V,-1
F,-1
K,-1
V,1
K,2
G,-1
T,1
Q,1
K,-1
V,-1
G,-1
K,1
A,-2
W,-1
U,1
B,-2
Q,-1
F,1
K,1
V,2
S,-1
V,-1
T,-1
S,1
P,-2
F,1
H,-1
I,1
U,-1
B,1
D,-1
B,1
A,-1
I,-2
E,-1
M,-1
U,1
V,-1
A,1
I,2
L,2
D,1
A,2
W,1
L,-2
V,2
E,2
X,1
L,1
E,-1
A,-1
B,-1
A,-2
V,-2
D,1
B,-1
V,3
D,-1
E,-1
B,3
W,-3
I,1
K,-1
B,-4
L,-1
I,-2
W,1
L,1
Y,-1
T,-1
Y,1
U,-1
V,-3
Y,-1
J,-1
B,2
Z,-1
Y,3
W,-1
I,1
Y,-3
V,2
Y,3
A,1
T,1
E,2
T,-1
B,-1
Y,1
W,1
T,1
I,-1
W,1
I,1
A,-1
V,1
Y,-1
W,-2
Y,-3
Z,1
U,1
T,1
E,-2
B,2
T,-2
I,-1
W,1
B,-2
T,1
B,2
E,1
Y,1
W,2
B,-2
K,1
S,-1
E,-1
Z,-1
V,-3
B,1
I,1
V,1
Y,1
V,-1
S,1
W,-1
K,-1
E,1
W,-1
B,-2
T,-1
V,3
B,2
A,1
I,1
A,-1
Y,1
E,1
W,-1
A,2
W,1
I,-2
Y,2
B,2
I,2
B,-1
Z,1
A,-1
B,1
A,-1
U,-1
A,2
O,1
B,-2
T,2
I,-2
Q,1
E,-1
Q,-1
A,-2
E,1
W,2
B,-2
Q,2
I,1
B,3
Y,1
A,3
O,-3
P,-1
U,1
Y,-1
I,1
P,-2
A,-1
I,-2
Z,-1
A,1
B,1
X,-1
A,-2
X,1
Y,-3
I,1
A,1
K,-2
B,-2
E,-1
K,3
V,-2
B,2
E,-1
K,-2
V,1
A,1
V,1
Y,1
U,-1
K,1
V,-1
Q,-1
B,-1
Y,-1
U,1
Y,-1
A,-3
X,-1
I,-1
M,1
B,-2
Y,2
I,1
K,-1
V,1
A,1
U,-1
B,1
H,1
Y,-1
K,-1
V,-1
H,-1
V,-1
Q,1
E,1
I,-1
Y,3
A,1
H,1
A,-1
R,-1
I,1
K,1
B,2
Y,-3
A,1
K,1
V,1
K,1
A,-2
S,-1
V,-1
I,-1
V,3
E,-1
D,-1
R,1
Q,-1
J,-1
Y,-1
G,2
Z,-1
G,-2
V,-1
Y,1
I,2
V,1
T,1
Q,1
H,-1
A,1
B,-1
U,1
I,-1
V,-3
M,-1
U,-1
V,2
T,-1
U,1
A,-1
R,-1
I,1
B,-1
E,1
I,-2
Z,1
B,1
J,1
V,-1
S,1
D,1
A,1
D,-1
M,1
B,-1
J,-1
A,-1
E,-1
V,1
A,1
E,2
K,-2
E,-1
U,-1
Y,3
B,1
I,2
J,1
I,-2
V,-2
M,-1
J,-1
V,1
Z,-1
I,1
K,-1
R,1
V,-2
E,-1
U,1
V,2
Z,2
V,-1
Z,-2
E,1
T,3
Y,-2
B,1
S,-1
B,-2
V,-1
A,-1
T,-2
V,2
B,1
T,2
A,1
V,-2
S,1
K,1
Y,-1
X,1
R,-1
E,-1
V,3
E,1
K,-1
Y,3
B,-1
V,-1
X,-1
V,1
B,2
T,-1
A,-1
S,-1
T,-2
Z,2
S,1
J,1
B,-2
I,1
Z,-1
I,-2
K,1
B,1
Z,1
I,1
D,1
B,1
U,-1
E,1
B,-3
U,-1
P,1
B,1
X,1
B,1
I,-1
B,-2
U,2
I,1
U,-2
O,1
W,-3
U,1
B,2
W,1
I,-1
W,2
E,-2
U,1
A,1
W,-2
V,-2
B,-1
E,1
V,1
W,2
A,1
U,-2
V,-1
K,-1
W,-1
B,1
V,1
U,2
W,-1
U,-2
A,-2
V,-2
E,-1
K,1
D,-1
W,2
D,1
U,2
V,2
W,-3
V,-1
R,-1
B,-1
K,-1
A,1
K,2
R,2
E,1
W,2
A,-1
B,-1
W,1
X,-1
B,2
K,-2
V,-1
I,1
X,1
W,-3
S,-1
V,2
U,-1
I,-1
B,1
V,1
R,-1
B,-1
D,-1
S,1
V,-3
E,-1
R,-1
V,3
B,1
R,2
W,2
X,-1
Q,-1
V,-2
M,1
D,1
M,-1
W,1
A,2
X,1
A,-2
D,-1
I,1
U,-1
V,2
I,-2
W,-3
I,2
Q,1
J,-1
W,1
I,1
A,1
B,-1
J,1
R,-1
E,2
K,1
I,-2
R,1
Q,-1
W,-1
D,1
W,2
B,1
W,-2
I,1
A,3
W,1
U,1
Y,1
K,1
A,-3
B,-3
E,-2
W,1
B,1
Q,1
B,-1
W,1
B,3
A,2
V,-2
K,-2
A,-3
E,1
V,2
A,2
V,-2
U,1
R,-1
B,-2
U,-2
V,-1
B,1
K,1
U,2
R,1
U,-1
A,-1
W,-1
V,3
B,-2
A,-1
V,-2
U,1
B,-1
V,2
W,-2
E,-1
U,-1
B,2
K,-1
U,1
A,2
R,-2
E,1
A,-1
U,-2
I,-1
E,1
B,-1
Y,-1
R,1
V,-1
B,2
E,-2
V,-2
A,-1
B,-3
R,-1
V,1
B,4
A,1
U,2
B,-1
V,1
D,-1
V,1
E,1
I,2
Y,1
E,1
B,-1
I,-1
E,-2
U,-2
K,1
U,1
V,-2
K,1
R,1
V,-1
W,1
V,2
B,1
P,2
W,-1
Z,-1
U,1
E,1
V,1
Y,-3
N,1
Y,2
W,1
A,-1
N,-1
Y,1
I,1
W,1
D,1
B,1
A,2
N,2
Z,1
I,-2
A,-2
I,2
A,4
W,-2
Z,-1
A,-2
E,1
W,2
N,-1
A,2
W,1
U,-1
K,1
N,-1
X,-1
U,1
E,-1
I,-2
O,-1
Z,1
A,-4
X,1
N,1
B,-4
V,-2
E,-1
K,-1
Y,-1
E,1
U,-1
N,1
B,2
D,-1
U,1
D,1
I,1
V,1
O,1
X,-1
A,1
I,-1
E,-1
Y,1
W,-1
P,-1
V,1
M,1
I,1
H,1
B,-1
N,-2
E,2
N,1
B,1
H,1
P,1
B,1
H,-2
A,1
B,1
Z,-1
B,-1
H,1
K,1
I,-1
U,-1
A,1
S,-1
R,1
W,1
V,1
E,-2
W,-1
G,2
B,1
H,1
A,1
E,1
I,2
A,-4
V,-1
R,-1
B,-4
I,-2
B,1
E,-1
B,3
D,-1
C,-1
V,2
I,-1
V,-2
C,1
I,3
S,1
B,-2
G,-2
E,1
G,1
D,1
U,1
S,-1
D,-1
E,-1
H,2
B,2
I,-1
W,1
B,-1
E,2
N,-1
G,-1
E,-1
B,1
N,2
M,-1
E,1
H,-1
B,-2
Z,1
H,1
M,1
G,2
C,-1
V,-1
N,-2
O,-1
R,1
O,2
S,1
C,1
Q,-1
S,-1
E,-2
V,2
W,-1
V,-2
G,-1
O,1
G,1
O,-2
A,1
G,-1
V,-1
W,1
A,-1
Q,1
B,2
A,-1
Z,-1
O,1
M,-1
O,-2
V,3
A,1
I,1
M,1
A,-1
M,1
Q,-1
L,1
B,-2
N,1
B,2
M,-2
Z,1
B,-2
H,1
A,1
B,1
Q,1
B,1
H,-1
X,1
J,1
L,-2
F,-1
R,-1
U,-1
G,2
U,1
N,1
P,1
B,-1
C,-1
V,-1
E,2
C,1
E,-1
G,-2
P,-1
G,-1
S,1
X,-1
M,2
H,-1
L,-4
I,-1
S,-1
I,1
A,1
L,1
F,1
L,3
H,-2
N,-2
E,1
H,-1
F,-1
I,-2
P,1
I,1
P,-1
D,1
P,1
M,-1
A,1
I,1
A,-1
N,1
M,-1
X,1
O,1
E,-1
O,-1
P,-1
U,-1
I,-2
B,-2
S,1
O,1
N,-1
O,-1
E,-1
N,2
K,-1
B,1
A,1
P,1
Y,-1
P,-1
O,1
X,-1
V,-1
Y,1
A,-1
V,1
E,2
X,1
E,-1
W,-1
B,1
X,-1
B,-1
N,-1
U,1
B,2
Y,-1
U,-1
X,1
N,-1
V,-1
P,1
K,-2
I,1
U,-1
X,-1
N,2
D,-1
S,-1
V,1
E,1
B,-2
S,1
Y,1
A,-1
B,1
E,-1
Y,-1
I,-3
Y,1
I,2
V,-1
U,1
M,1
S,-1
V,-1
D,1
M,-1
X,1
U,1
Y,-1
W,-1
A,2
B,1
A,-1
U,-1
B,-3
V,5
I,2
U,-1
A,-1
N,-1
B,1
E,1
V,-2
A,2
W,2
I,-1
R,1
V,1
W,-2
V,1
A,-2
I,1
V,-2
B,-2
R,-1
Y,1
N,-1
V,-1
S,1
N,1
K,1
W,1
N,1
K,-1
U,1
I,-1
U,-1
B,3
K,1
B,1
A,2
Y,-1
E,-1
I,-1
W,-1
E,-1
U,2
A,-2
V,-1
N,-1
V,-1
B,-4
E,1
N,-1
V,-1
F,-1
B,1
Y,1
W,1
N,2
W,-1
L,-1
V,3
B,3
V,-1
Y,-1
K,-1
U,-2
A,2
W,2
B,-1
W,-3
A,-1
V,-2
A,2
R,-1
K,1
U,2
E,-1
L,1
K,1
U,-1
V,3
R,1
V,-2
B,1
K,-1
E,1
L,-1
W,1
A,1
W,2
V,2
E,-1
F,1
A,-3
F,-1
A,-1
B,-2
W,-2
K,-1
A,1
W,1
B,1
V,-2
B,1
W,-2
F,-1
V,1
L,2
P,1
B,-1
K,1
N,-1
Y,1
B,-2
V,-2
N,1
B,2
A,-1
K,2
L,-2
F,1
A,2
F,1
R,-1
S,-1
U,1
V,1
P,-1
V,3
F,-2
A,-2
V,-1
F,1
E,2
U,-1
S,1
A,3
S,-1
P,-1
E,-2
A,-1
V,-1
P,1
V,1
F,1
P,-1
V,-1
S,1
U,1
S,-1
A,1
F,-2
B,1
U,-1
L,2
P,2
J,-1
B,-1
P,-1
J,1
N,-1
V,1
A,-3
V,1
B,-1
F,-1
A,1
D,-1
I,-1
R,2
V,-3
F,1
P,1
J,-1
P,-2
W,1
V,2
I,1
V,1
A,-1
W,-1
Z,-1
B,2
U,1
D,1
A,1
L,1
R,-2
A,1
B,-1
P,1
N,-1
B,1
N,1
B,-2
Z,1
B,2
A,2
N,-1
J,1
R,1
W,2
U,-1
L,-1
W,-2
A,-1
N,2
L,-1
R,-1
A,-1
P,-1
V,-1
L,1
R,1
A,-2
N,-1
V,1
N,-1
B,-4
W,2
V,1
J,-1
B,4
V,-3
X,-1
N,1
W,1
B,-4
P,2
B,1
A,1
V,-2
N,-1
Z,-1
P,-2
S,1
R,1
V,1
P,1
Q,-1
P,-1
B,2
O,-1
A,-1
X,1
A,1
B,-1
Z,1
D,-1
P,-3
B,1
S,-1
P,4
N,1
I,-2
U,1
B,1
V,2
P,-2
X,-1
B,-1
P,1
V,-3
O,1
V,1
U,-1
S,1
B,-1
I,2
V,1
X,1
V,-2
Q,1
I,-1
P,2
I,-1
J,1
O,-1
V,1
K,-1
Y,-1
K,-2
L,-1
P,-1
U,1
A,-1
F,2
X,-1
P,1
F,-3
A,1
Y,1
M,2
Q,-1
Y,-1
S,-1
I,2
D,1
H,1
D,-1
Y,1
V,-1
I,-2
U,-2
G,1
U,2
F,3
P,-1
I,1
N,-1
P,1
A,-2
G,1
U,-2
V,2
F,-3
N,1
G,-1
S,1
H,1
F,3
P,-1
F,-3
U,1
K,3
F,2
B,2
P,1
B,-2
A,2
B,2
S,-1
F,-1
G,-1
F,2
H,-2
M,-1
I,1
F,-2
U,1
S,1
I,-2
S,-1
I,-1
A,-1
P,-1
F,1
U,-1
I,3
A,1
I,-1
B,-1
I,1
F,1
I,-3
V,1
P,-1
Q,1
E,1
V,1
I,1
B,1
V,-1
E,1
I,-1
E,-1
U,1
I,3
H,2
Q,-1
F,1
V,-1
I,-1
V,-1
S,1
G,2
H,-1
O,1
I,1
H,2
S,-1
O,-1
M,-1
V,2
B,-2
O,1
I,2
U,-1
B,2
Q,1
A,-1
S,1
Q,-1
I,-2
L,1
S,-1
V,-1
G,-2
E,1
X,1
U,1
W,-3
B,-2
V,2
W,2
V,-2
G,2
V,1
U,-1
I,2
E,-1
B,2
G,-1
H,1
W,-2
A,1
J,-1
W,1
H,1
E,1
G,1
D,1
E,-2
C,-1
P,-1
A,3
V,1
U,1
L,1
A,-4
P,1
Z,-1
B,-1
A,2
B,1
A,2
U,-1
A,-5
B,-3
Z,1
V,1
N,-1
A,1
C,1
E,1
L,-1
B,1
W,2
E,1
G,-1
B,1
V,-1
A,1
B,-2
W,-3
N,1
Z,-1
A,-1
W,2
B,3
Q,1
A,1
G,1
W,-1
D,-1
Q,-1
V,1
W,1
A,-1
H,-1
B,-2
G,-2
E,-2
Q,1
V,-2
G,3
E,1
C,-1
N,-3
S,1
N,1
A,-1
K,-1
U,1
X,1
E,1
H,1
G,-1
B,2
J,-1
K,1
Z,-1
A,2
Z,2
X,-1
U,-1
X,1
S,-1
A,-1
B,-1
G,1
Z,-2
R,-1
S,1
W,1
X,-1
N,-1
O,-1
E,-2
G,-1
K,-1
B,-1
E,2
B,2
O,2
Y,-3
W,-1
E,-2
R,1
E,1
U,1
Y,2
U,-1
E,1
W,-1
Y,1
Z,1
E,-1
Y,-3
A,-1
W,2
X,2
Q,-4
Y,-1
X,2
M,1
Q,1
Y,1
W,-2
Z,-1
T,-2
Z,1
N,1
E,1
A,2
E,-1
Y,3
U,1
R,-1
A,-2
R,1
Y,-1
A,1
Z,-1
N,-1
U,-1
Z,1
B,-1
Z,1
B,1
O,1
T,2
M,1
R,-1
W,2
Y,1
M,-2
B,-2
G,1
J,1
W,-1
M,1
E,-1
T,-1
N,1
E,2
A,1
K,1
M,-1
K,-1
U,1
D,1
E,-2
N,1
A,-2
M,2
E,2
W,1
Q,-2
B,-3
C,1
M,-1
B,2
W,-1
B,2
D,-1
M,1
Q,2
A,1
K,1
E,-2
M,-1
B,1
A,-1
G,-2
J,-1
S,-1
E,2
T,1
A,1
B,-1
Q,-2
A,1
O,-1
U,-1
Z,-1
J,1
G,-1
Q,1
W,1
E,-2
B,1
W,-2
Z,1
W,-2
Q,-1
T,-2
D,1
Q,1
D,-1
U,1
J,1
R,1
D,2
E,2
T,2
Q,2
W,2
M,-1
Q,-3
E,-3
A,1
Q,3
W,-2
E,2
A,1
M,1
E,-1
S,1
Q,-1
S,-1
T,-2
W,1
Q,-2
W,1
T,2
W,1
T,-1
U,-1
C,1
A,-1
B,-1
O,-1
A,-2
G,1
V,2
N,1
E,1
M,-1
A,3
N,-1
E,-1
V,-2
U,1
V,1
W,1
O,1
U,-1
G,1
L,1
Q,1
A,-3
Q,2
V,1
Q,-3
T,1
E,2
L,-1
B,-2
Q,2
T,-1
C,1
T,1
G,2
Q,2
C,-3
N,-1
B,1
D,-2
J,-2
A,1
N,1
Q,1
J,2
Q,-3
M,1
A,-1
N,-2
L,-2
Q,2
L,2
N,1
H,-1
O,-1
B,1
V,-2
S,1
K,-1
B,-1
M,-1
I,-1
N,1
O,1
B,1
K,1
Q,-2
T,-1
K,-1
A,-1
N,-1
Y,-1
A,1
V,-1
M,1
G,-2
Q,1
W,-1
U,1
E,-2
V,1
N,-1
E,2
J,-1
U,-1
B,-1
Y,1
M,-1
A,-1
U,1
Q,-2
O,1
I,1
B,1
U,-1
N,1
M,1
G,1
K,1
E,-2
M,1
S,-1
N,-1
S,1
M,-2
H,1
B,1
A,1
B,-2
K,-1
Q,1
N,1
B,1
N,-1
H,-1
E,2
A,-1
N,1
A,1
B,1
R,-1
M,2
E,-1
G,-1
A,-1
M,-1
Y,-1
B,-2
E,1
T,1
Y,1
R,1
Q,3
N,-1
Q,-1
I,-1
Q,-1
M,1
A,1
V,-1
Q,1
B,1
E,-2
W,-1
Q,-4
V,-2
B,-1
Q,3
N,1
Q,1
N,1
A,-1
Q,-4
R,-1
W,1
V,2
N,-1
K,1
M,-2
O,-1
P,-1
V,-1
Q,1
O,-1
W,-1
V,1
R,1
N,-1
U,1
M,1
N,3
Q,-1
B,1
Q,1
N,-1
T,-1
R,-1
V,1
C,1
A,1
N,1
G,-1
H,-3
N,3
A,-1
J,-1
V,-3
H,1
U,-1
P,1
V,1
P,-1
V,1
X,-1
P,1
W,1
P,-1
W,1
X,-1
N,-1
W,-3
B,1
W,2
H,-1
U,1
P,1
Z,-1
U,-1
G,2
K,-1
Y,-2
I,-1
G,-2
E,2
B,-2
H,1
U,1
E,-1
Y,1
G,1
H,-1
U,-1
I,1
H,1
U,1
V,-2
W,1
V,3
Y,-4
X,2
Q,-1
X,-1
W,-1
Y,-1
N,-1
G,1
Y,6
I,1
B,2
W,1
G,1
N,-1
R,1
A,1
X,1
K,1
E,-1
G,-2
X,-1
I,-1
A,-1
B,-1
Q,1
S,-1
B,-1
V,-1
O,-1
V,-1
I,-1
A,1
T,1
A,1
B,2
T,-1
B,-1
R,-1
I,1
E,1
C,-1
V,2
N,2
G,1
B,-1
E,-1
M,1
I,1
X,1
M,-1
Q,-1
A,-1
N,-1
I,-2
U,-1
I,2
V,2
E,1
G,-1
V,-2
X,-1
G,1
B,2
I,-2
C,1
G,-3
X,1
A,1
V,-2
X,-1
G,2
Q,1
V,2
S,1
E,-1
V,-1
T,1
Q,-1
C,-1
V,1
K,-1
A,-1
K,1
X,1
A,-1
X,-1
K,-1
C,1
Y,-4
M,1
V,-1
A,2
C,-1
T,-1
Y,-1
N,1
X,-1
A,-2
B,-2
Y,5
X,2
Y,-2
E,1
X,-1
C,1
G,-1
I,1
V,1
U,1
X,-1
G,2
V,-2
Y,2
B,1
Y,-2
A,2
E,-1
V,-1
X,2
A,-1
X,-1
G,-2
Q,1
Y,-3
K,1
S,-1
H,-1
A,-1
Y,1
V,3
G,2
V,1
H,-1
M,-1
X,-1
B,1
M,-1
V,-1
B,-2
U,-1
V,-2
I,-1
M,1
C,-1
V,2
A,1
O,1
H,1
U,1
I,1
H,-1
M,-1
G,1
S,1
A,1
X,1
K,-1
Y,2
N,-2
Y,-3
G,-1
Y,4
N,2
A,-1
N,-5
X,1
Z,1
J,1
I,-1
N,5
W,-1
N,1
O,1
A,1
O,1
D,1
U,-1
B,-1
E,1
O,-1
E,1
Q,1
C,1
A,-1
Q,-1
W,1
B,-1
Z,-1
I,2
M,1
Q,1
A,-1
E,-2
U,1
B,2
A,2
M,-1
I,-2
A,-1
D,-1
J,-1
X,-3
I,2
G,1
E,1
Q,-1
Z,-1
A,1
B,2
C,-1
B,-1
E,-1
Y,-1
C,1
I,-2
G,-1
Y,2
Z,2
U,-1
G,1
B,1
I,2
O,-1
Z,-1
C,-1
O,1
J,1
C,1
A,-2
I,-4
Y,-1
I,4
J,-1
I,-1
J,1
V,-1
Y,-1
A,2
Y,1
I,-1
A,-1
B,-2
I,-1
A,-1
E,2
I,-1
Z,1
V,1
U,1
