car,move
J,1
K,1
W,-1
H,1
K,-1
V,1
U,1
H,-1
W,1
V,-2
U,-1
G,1
U,1
I,-1
H,1
I,1
U,1
K,1
C,-1
H,1
N,-1
W,-1
M,1
Q,1
W,1
I,-1
N,-1
I,1
W,-1
O,-1
K,1
W,1
M,-1
U,-1
L,-1
M,1
V,-1
M,-2
H,1
W,-1
D,1
B,1
Q,-1
S,1
T,-1
X,1
K,2
Y,-1
B,-1
U,1
K,1
W,-1
Y,1
B,3
A,3
K,-2
O,-1
T,-1
N,1
A,-1
O,1
D,-1
T,2
C,1
K,1
A,-2
P,-1
C,-1
J,-1
W,2
T,-1
N,-2
K,1
X,4
S,-1
U,-1
V,2
X,2
