car,move
T,-1
K,1
U,1
J,1
I,-1
M,1
H,-1
W,-1
G,1
H,3
I,1
M,-2
T,1
N,-1
V,1
X,1
O,-2
C,-1
H,1
O,1
P,1
K,1
W,1
U,-1
P,-1
J,-1
G,2
C,1
T,-1
V,-2
G,-2
V,1
X,-1
M,1
C,-1
U,1
W,-1
N,-1
M,1
L,-1
V,-1
N,1
U,1
M,-2
V,-1
S,1
N,-1
X,3
K,1
X,2
G,1
Y,-1
K,1
G,-1
J,1
W,-1
M,1
Q,-3
T,1
Q,1
M,1
H,-1
I,-1
N,1
V,-3
N,-1
X,1
T,-1
Y,1
M,-2
P,1
Q,2
P,-1
K,-1
T,1
U,-1
M,2
U,1
Q,-2
M,-2
Y,-1
L,1
N,1
P,1
X,1
