car,move
K,-2
S,-2
T,-5
Q,-2
U,-1
E,1
A,2
T,-2
J,-1
Q,1
U,-1
Q,-1
J,1
K,-3
L,2
S,-3
M,-3
T,2
L,-1
J,-1
S,2
U,2
V,-2
L,-1
K,1
Q,1
R,-1
U,1
K,1
T,-1
A,-2
Q,1
R,1
J,1
Q,-2
A,2
J,-1
K,-2
R,-1
U,2
V,-1
R,-2
N,1
T,-1
X,-1
S,-2
J,-1
E,3
F,-2
G,-3
E,-1
U,1
V,-3
X,1
N,-1
T,1
U,-4
B,1
N,-1
R,3
V,1
A,1
O,-3
U,4
R,-3
N,2
U,-3
X,-2
H,4
C,4
D,-1
H,1
C,1
I,-1
P,-3
X,3
