car,move
A,-2
X,-1
C,-1
X,1
D,-1
B,-1
G,-1
H,-1
F,2
K,-1
X,-2
K,-1
L,-3
I,-3
K,2
X,2
A,1
F,-2
X,-1
G,2
X,-1
H,3
X,3
A,-1
X,-2
G,1
X,3
